Web ID,Region,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
53317,Sub-Saharan Africa,"December 25, 2019",2019,Dec,1,,1,,,1,,Sickness and lack of access to medicines,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-7.995856000000, 12.617282000000",,,Western Africa,2
53645,North Africa,"December 24, 2019",2019,Dec,1,,1,,,1,,Excessive Physical Abuse,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.895340000000, 13.181050000000",,,Northern Africa,2
52661,Middle East,"December 24, 2019",2019,Dec,12,,12,,,,,Air strike,"Al-Raqw market in Saada, Yemen","UN Humanitarian Coordinator in Yemen, Qatar Tribune, NY Times, Peoples Dispatch","17.245364805636, 43.239093360326",,"http://bit.ly/2FjolvD, http://bit.ly/2sD42GR, https://nyti.ms/2Q9Zjp7, http://bit.ly/2rHm627",Western Asia,4
53644,North Africa,"December 24, 2019",2019,Dec,1,,1,,,1,,Sickness and lack of access to medicines,"Qatrun, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.934383000000, 14.633161000000",,,Northern Africa,2
52782,Mediterranean,"December 24, 2019",2019,Dec,1,,1,,,1,,Unknown,"Body found floating near El Sarchal, Ceuta, Spain","El Foro de Ceuta, El Pueblo de Ceuta","35.888792367704, -5.292709558712",Western Mediterranean,"http://bit.ly/2Qds7Nw, http://bit.ly/2TmrKlB",Uncategorized,3
53316,Sub-Saharan Africa,"December 24, 2019",2019,Dec,1,,1,,,1,,Vehicle Accident,Unspecified location in the Central African Republic,Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.524866000000, 9.987734000000",,,,2
53643,Sub-Saharan Africa,"December 24, 2019",2019,Dec,2,,2,,2,,2,Sickness and lack of access to medicines,"Ndjamena, Chad",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.113160000000, 15.049120000000",,,,2
53315,Sub-Saharan Africa,"December 24, 2019",2019,Dec,3,,3,,1,1,2,Vehicle Accident,"Dedougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-3.470043000000, 12.448416000000",,,Western Africa,2
52989,Southeast Asia,"December 23, 2019",2019,Dec,1,,1,,,1,1,Sickness and lack of access to medicines,"Rakhine State, Myanmar",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.109070000000, 92.651732000000",,,Southern Asia,2
52660,Europe,"December 23, 2019",2019,Dec,2,4,6,9,3,3,2,Drowning,"Danube River near Karavukovo, Serbia, near border with Croatia",IOM Serbia,"45.492211859695, 19.093471134766",Western Balkans,http://bit.ly/2Qzo6Sx,Southern Europe,4
53642,North Africa,"December 23, 2019",2019,Dec,1,,1,,,1,,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter, Suffocation","Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.787960000000, 5.527180000000",,,Northern Africa,2
53314,Sub-Saharan Africa,"December 22, 2019",2019,Dec,3,,3,,,2,1,Vehicle Accident,"Sevare, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.095111000000, 14.522790000000",,,Western Africa,2
53641,North Africa,"December 22, 2019",2019,Dec,1,,1,,1,,,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.787960000000, 5.527180000000",,,Northern Africa,2
53640,North Africa,"December 22, 2019",2019,Dec,2,,2,,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.649993000000, 14.543594000000",,,Northern Africa,2
53639,North Africa,"December 22, 2019",2019,Dec,1,,1,,,1,,Fall from vehicle,"Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.649993000000, 14.543594000000",,,Northern Africa,2
52674,Europe,"December 22, 2019",2019,Dec,1,,1,,1,,,Unknown,"Between Kirki and Alexandroupolis, Evros Region, Greece",Eidiseis,"40.906817440243, 25.840116946924",,https://bit.ly/37uUxIx,Southern Europe,1
52988,Southeast Asia,"December 22, 2019",2019,Dec,2,,2,,,2,,Dehydration,"Lampang Province, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"18.242307000000, 99.145007000000",,,,2
52986,Southeast Asia,"December 21, 2019",2019,Dec,2,,2,,1,1,1,"Starvation, Harsh weather/lack of adequate shelter","Bangkok, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.767867000000, 100.782065000000",,,,2
54640,Horn of Africa,"December 21, 2019",2019,Dec,1,,1,,1,,,Drowning,"Bosaso, Somalia",IOM Somalia,"11.275540700000, 49.187899400000",,,Eastern Africa,4
53638,North Africa,"December 21, 2019",2019,Dec,1,,1,,1,,,Sickness and lack of access to medicines,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.895340000000, 13.181050000000",,,Northern Africa,2
52987,Southeast Asia,"December 21, 2019",2019,Dec,4,,4,,1,1,2,"Starvation, Harsh weather/lack of adequate shelter","Bangkok, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.762564000000, 100.830221000000",,,,2
52664,US-Mexico Border,"December 20, 2019",2019,Dec,84,,84,,,,,Mixed,"Cumulative total 1 Jan - 20 Dec 2019 for Webb County Medical Examiner’s Office, Texas",Webb County Medical Examiner’s Office,"27.531364500000, -99.428485200000",Central America to US,,Northern America,5
53311,Sub-Saharan Africa,"December 20, 2019",2019,Dec,1,,1,,,1,,Electrocution,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.985996000000, 16.975448000000",,,Western Africa,2
53637,North Africa,"December 20, 2019",2019,Dec,1,,1,,1,,,Sickness and lack of access to medicines,"Qatrun, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.934383000000, 14.633161000000",,,Northern Africa,2
53310,Sub-Saharan Africa,"December 19, 2019",2019,Dec,1,,1,,,1,,,"Between Gossi and Hombori, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.451000000000, 15.494677000000",,,Western Africa,2
52781,Mediterranean,"December 19, 2019",2019,Dec,1,,1,7,1,,,Unknown,"Body found upon disembarkation on Chafarinas Island, Spain","Salvamento Marítimo, COPE","35.179670616173, -2.429624658968",Western Mediterranean,http://bit.ly/2tme0fH,Uncategorized,5
53636,Sub-Saharan Africa,"December 19, 2019",2019,Dec,1,,1,,,1,,"Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse","Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"16.973140000000, 7.989740000000",,,Northern Africa,2
52744,US-Mexico Border,"December 19, 2019",2019,Dec,1,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.346964500000, -111.518373600000",Central America to US,http://www.humaneborders.info/,Northern America,5
53635,North Africa,"December 18, 2019",2019,Dec,1,,1,,,1,1,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"31.764020000000, 14.035110000000",,,Northern Africa,2
52743,US-Mexico Border,"December 18, 2019",2019,Dec,1,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.017756700000, -112.164876400000",Central America to US,http://www.humaneborders.info/,Northern America,5
52985,Southeast Asia,"December 18, 2019",2019,Dec,13,,13,,2,2,2,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter, Excessive Physical Abuse, Sexual abuse, Shot or stabbed",Unspecified location in the Andaman Sea/Bay of Bengal,Mixed Migration Monitoring Mechanism Initiative (4Mi),"10.621857000000, 96.890101000000",,,Uncategorized,2
53313,Sub-Saharan Africa,"December 18, 2019",2019,Dec,1,,1,,1,,,Vehicle Accident,"Segou, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-6.249892000000, 13.427836000000",,,Western Africa,2
53634,North Africa,"December 18, 2019",2019,Dec,1,,1,,,1,,"Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse","Qatrun, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.934383000000, 14.633161000000",,,Northern Africa,2
52742,US-Mexico Border,"December 18, 2019",2019,Dec,1,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.017756700000, -112.164876400000",Central America to US,http://www.humaneborders.info/,Northern America,5
53633,North Africa,"December 18, 2019",2019,Dec,1,,1,,,1,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
52675,Europe,"December 18, 2019",2019,Dec,1,,1,,,1,,Drowning,"Isonzo river, between Gradisca and Sagrado, Italy",il Giornale,"45.881492295409, 13.494343026794",,https://bit.ly/39COseW,Southern Europe,1
53632,North Africa,"December 18, 2019",2019,Dec,1,,1,,1,,,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.649993000000, 14.543594000000",,,Northern Africa,2
53631,Sub-Saharan Africa,"December 18, 2019",2019,Dec,4,,4,,1,1,,Dehydration,"Garin Kouka, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.959020000000, 3.512500000000",,,Northern Africa,2
52667,Mediterranean,"December 18, 2019",2019,Dec,4,,4,,3,1,1,Presumed drowning,"Recovered on beach in Driouch region, Morocco",Nador City,"35.187732269556, -3.375644698242",Western Mediterranean,https://bit.ly/2trQPAG,Uncategorized,1
53630,North Africa,"December 18, 2019",2019,Dec,2,,2,,1,,1,Sickness and lack of access to medicines,"Murzuq, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.915070000000, 13.916440000000",,,Northern Africa,2
53629,North Africa,"December 17, 2019",2019,Dec,1,,1,,2,,,"Sickness and lack of access to medicines, Starvation, Vehicle Accident","Ghadames, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"30.159700000000, 9.697910000000",,,Northern Africa,2
52676,Mediterranean,"December 17, 2019",2019,Dec,1,5,6,40,,,,Unknown,"35 miles off the coast of Motril, Granada, Spain in the Alboran Sea","Salvamento Maritimo, Republica, UNHCR","36.374076442115, -3.578461104687",Western Mediterranean,http://bit.ly/2tzuvW6,Uncategorized,4
52659,Europe,"December 17, 2019",2019,Dec,1,,1,,,1,,Hit by vehicle,"E42 motorway near Vaulx, Belgium","Sudinfo, VivreIci","50.597638474288, 3.445888463321",,"http://bit.ly/2rK0vGv, http://bit.ly/35cTziK",Western Europe,3
52658,Mediterranean,"December 16, 2019",2019,Dec,7,24,31,63,,,,Drowning,Unspecified location in the Alboran Sea near Morocco,Alarm Phone,"35.575701636239, -3.324309453125",Western Mediterranean,"http://bit.ly/2tzuvW6, https://bit.ly/2ZR6c22",Uncategorized,3
52862,Mediterranean,"December 16, 2019",2019,Dec,2,17,19,,1,1,,Presumed drowning,"Off the coast of Plage de Bousfer, Oran, Algeria. Remains recovered near Sidi-Fredj, Algiers and Jijel)","El Watan, Réflexion, Le Quotidien d'Oran","35.829754886051, -0.960676505342",Western Mediterranean,"http://archive.ph/fN9WA, http://archive.ph/hTtXY, http://archive.ph/HaymM",Uncategorized,3
52657,Mediterranean,"December 16, 2019",2019,Dec,1,,1,73,,,,Unknown,"Body found on patera arriving in Alboran, Spain","Salvamento Maritimo, Republica, Le Figaro, Big News Network","35.738657092564, -3.063179920313",Western Mediterranean,"http://bit.ly/2tzuvW6, http://bit.ly/2r7NZ35, http://bit.ly/2s12UMU",Uncategorized,5
52741,Mediterranean,"December 16, 2019",2019,Dec,1,,1,,,,,Unknown,"Off the coast of Al-Khums, Libya",IOM Libya,"32.799780949670, 14.363724002180",Central Mediterranean,,Uncategorized,4
52821,Mediterranean,"December 16, 2019",2019,Dec,,56,56,,9,,,Presumed drowning,"Unspecified location in the Alboran Sea, between Morocco and Spain","Caminando Fronteras, Nuovi Desaparecidos, family report","35.763981352006, -3.273141230342",Western Mediterranean,http://archive.ph/3dgWP,Uncategorized,4
53628,North Africa,"December 15, 2019",2019,Dec,1,,1,,,,1,"Sickness and lack of access to medicines, Starvation, Vehicle Accident, Excessive Physical Abuse, Sexual abuse","Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.787960000000, 5.527180000000",,,Northern Africa,2
52656,Central America,"December 15, 2019",2019,Dec,1,,1,,,1,,Struck by train,"Train tracks at the intersection of Insurgentes and 17 Junio streets in San Patricio, Chihuahua, Mexico","Las Noticias SV, EntreLineas","28.693108078255, -106.091735282000",Central America to US,"http://bit.ly/2Z6uZ1A, http://bit.ly/2sMSjFi",Central America,3
53627,North Africa,"December 15, 2019",2019,Dec,2,,2,,1,1,1,"Sickness and lack of access to medicines, Starvation, Vehicle Accident","Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.787960000000, 5.527180000000",,,Northern Africa,2
53312,Sub-Saharan Africa,"December 15, 2019",2019,Dec,1,,1,,,1,,Sickness and lack of access to medicines,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.521050000000, 12.368721000000",,,Western Africa,2
53626,North Africa,"December 15, 2019",2019,Dec,1,,1,,,1,,Sickness and lack of access to medicines,"Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.649993000000, 14.543594000000",,,Northern Africa,2
53308,Sub-Saharan Africa,"December 14, 2019",2019,Dec,3,,3,,,3,,,"Timbuktu, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-3.002443000000, 16.765672000000",,,Western Africa,2
53307,Sub-Saharan Africa,"December 14, 2019",2019,Dec,6,,6,,1,2,1,,"Timbuktu, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-3.002443000000, 16.765672000000",,,Western Africa,2
53306,Sub-Saharan Africa,"December 14, 2019",2019,Dec,3,,3,,1,1,1,"Sickness and lack of access to medicines, Vehicle Accident","Sikasso, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-5.691763000000, 11.316677000000",,,Western Africa,2
52984,Southeast Asia,"December 14, 2019",2019,Dec,5,,5,,2,2,2,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Bangkok, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.778173000000, 100.730993000000",,,,2
52983,Southeast Asia,"December 14, 2019",2019,Dec,3,,3,,1,1,1,"Starvation, Harsh weather/lack of adequate shelter, Excessive Physical Abuse",Unspecifed location in the Andaman Sea/Bay of Bengal,Mixed Migration Monitoring Mechanism Initiative (4Mi),"9.831246000000, 97.823939000000",,,Uncategorized,2
53625,North Africa,"December 14, 2019",2019,Dec,1,,1,,,1,,Excessive Physical Abuse,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.895340000000, 13.181050000000",,,Northern Africa,2
53624,North Africa,"December 14, 2019",2019,Dec,1,,1,,1,,,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
53309,Sub-Saharan Africa,"December 14, 2019",2019,Dec,1,,1,,,1,,Vehicle Accident,"Mao, Chad",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.319662000000, 14.130759000000",,,,2
53623,North Africa,"December 14, 2019",2019,Dec,1,,1,,1,,,Vehicle Accident,"Umm Al Aranib, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.140951000000, 14.735026000000",,,Northern Africa,2
53305,Sub-Saharan Africa,"December 13, 2019",2019,Dec,2,,2,,,2,2,Vehicle Accident,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-7.995856000000, 12.617282000000",,,Western Africa,2
53622,North Africa,"December 12, 2019",2019,Dec,1,,1,,1,,,"Sickness and lack of access to medicines, Starvation, Dehydration","Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"38.120720000000, 13.307010000000",,,Northern Africa,2
53621,Sub-Saharan Africa,"December 12, 2019",2019,Dec,1,,1,,,1,,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Faya Largeau, Chad",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.920710000000, 19.096620000000",,,,2
53620,North Africa,"December 12, 2019",2019,Dec,1,,1,,,1,,Shot,Unspecified location in Egypt near border with Libya,Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.649993000000, 14.543594000000",,,Northern Africa,2
54639,Horn of Africa,"December 12, 2019",2019,Dec,1,,1,,,1,,Shot,"Bosaso, Somalia",IOM Somalia,"11.275540700000, 49.187899400000",,,Eastern Africa,4
53300,Sub-Saharan Africa,"December 11, 2019",2019,Dec,2,,2,,2,,1,Vehicle Accident,"Bouake, Ivory Coast",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-5.033005000000, 7.686422000000",,,Western Africa,2
52655,Europe,"December 11, 2019",2019,Dec,1,,1,,,1,,Electrocution on railway,Train tracks in Serbia near Croatian border after leaving from Sid Reception Center,IOM Serbia,"45.139406472359, 19.179559008154",Western Balkans,http://bit.ly/38PwYvP,Southern Europe,4
52737,US-Mexico Border,"December 10, 2019",2019,Dec,1,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Central America to US,http://www.humaneborders.info/,Northern America,5
52651,Mediterranean,"December 10, 2019",2019,Dec,1,6,7,3,,,,Drowning,"Off the coast of Maghdia, Tlemcen, Algeria",Elbilad,"34.847013200000, -1.731003300000",Western Mediterranean,http://bit.ly/2RCxhDL,Uncategorized,1
52736,US-Mexico Border,"December 10, 2019",2019,Dec,1,,1,,,1,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.402664900000, -111.427588800000",Central America to US,http://www.humaneborders.info/,Northern America,5
52740,US-Mexico Border,"December 10, 2019",2019,Dec,1,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.413856800000, -113.201252800000",Central America to US,http://www.humaneborders.info/,Northern America,5
52739,US-Mexico Border,"December 10, 2019",2019,Dec,1,,1,,,1,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Central America to US,http://www.humaneborders.info/,Northern America,5
